text,emotion
"I like to go to the Hotel spas just to get a day pass for the facilities and relax especially when i stay there.  Spas usually give the ""luxury relaxation"" vibe- this Spa was a bit different.  The Spa here was a tad outdated, it was in need of some modern TLC. The facilities were kept fairly clean but it lacked the amenities of other spas.   When i entered, i was given a metal bucket filled with ice a chilled towel and some oranges in a plastic bag (?!) Come to find out a lot of these standard things that are in spas aren't put out here....in addition there was no bottled water and you had to have the attendant pour water into a plastic cup for you every time, there were no individually wrapped combs or brushes, just the used ones in the creepy blue solution with hairs still stuck in it.   The Shower heads here were the saving grace, they were awesome, but the peeling paint in the shower's ceiling and the loose and grimy bath gel pumps within the shower took away from it.   Between the 2 hot tubs was a loud TV blaring sports....if they dimmed the lights and pumped in tranquil spa music instead it'd have a totally new feel.  I'm glad i only paid a $10 entry fee, but with a little more attention to detail and simple things done to change the ambiance it'd be better. It just felt like i went to a public Recreation center to shower.",neutral
i feel like i m watching a scene in a movie this is really lovely music and scenery together,happiness
i was feeling an act of god at work in my life and it was an amazing feeling,surprise
i did it again this time reaching so feeling all smug and satisfied i left it there for a while only to come back to it a few weeks later,fun
i can feel myself gaining control over the damaged goods aspects of my personal security,sadness
i tend to come away feeling insulted by books that deny them,hate
i feel like i am not alone,sadness
ill be feeling adventurous one weekend and attempt it,fun
"Service was amazing and fast. Food was just like any other place, it is also a little pricey.",neutral
i like being with him even now it can still make me feel carefree and happy,fun
i feel like a bitch to tender before fy so that they will scramble with my loss and deal the shits i dealt with during last march,happiness
i have previously done with other foods i which i feel i need to do for my beloved bread making days,happiness
i was a bit surprised that the gardens on the south side of besant avenue were not subject to the same visiting hours as the main gardens and i wonder if the guard was feeling especially generous this evening,happiness
im feeling funny a href http,surprise
i feel it gentle the whisper of god touching my skin,happiness
i do not know what it is like to wait for a child that you cannot feel inside you that is living life apart from you and who doesnt know that you are out there loving and waiting for them,happiness
i was tired of being pissed off all the time and feeling so hateful towards pretty much everything,hate
i can feel that nervous tension in my body all over again the sensation when you are not at ease you know what i mean,worry
i leaned my head back and took a deep breath it s awful this feeling is awful it s making me sick,sadness
i feel as though i am vulnerable to exploitation if i am to allow an open view into who i really am,worry
i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,sadness
i was just there not really a bond something always in the middle or walking ahead feeling annoyed to even take a photograph,hate
i will feel shy,worry
"Wet Republic is your typical day club scene. Gets crowded both in and out of the water, so getting there before noon is definitely recommended. Even though we bought tickets ahead of time, we still had to wait about an hour to get through the entrance line. Drinks were ridiculously expensive. One cocktail was $52, and no that's not a typo. Pregame beforehand and expect crowds. If you want cheaper drinks and a better pool vibe, check out the Flamingo pool.",neutral
i think losing weight makes you feel more horny,happiness
i tells him not to feel troubled over her,sadness
i didnt feel much besides pressure the left one thought went through and i could actually feel the pinch of the needle and thats the only one that is tender and thats only when i end up accidentally pinch it when i reach or cross my arms or something,happiness
i actually found myself resenting the song for making me feel which is weird for me because i used to play guitar and sing in church like all the time and music was a huge part of my life in college and high school,surprise
i have had through this whole journey is how i should feel i have felt guilt anger sadness resentment and really pissed off,hate
i know right thats sad i feel wimpy will you help me work on my car,worry
i found it to feel more tender than really painful,happiness
"We can across this cute little spot in Mesa. The wait wasn't too long and the customer service was good.    I ordered the Banana Nutella Pancakes and the hubby ordered the chorizo omelette.  The food was alright. We felt like the chorizo omelette had an interesting taste, it wasn't our favorite. The banana Nutella Pancakes was tasty, but on the sweeter side. I felt like I had a few cavities after I ate it though.  My favorite is the Red Mountain Smoothie! It's very healthy, very refreshing on a hot summer day.",neutral
i were honest i could admit to those feelings from time to time but as jonah knows god is gracious and lucky for jonah and me god is still gracious gracious to people like us,happiness
i feel violent after a whole day of plucking feathers though,hate
i think it is the worst feeling it gives me the shivers and just thinking about it makes my teeth feel strange,surprise
"Pizza had great flavors but instead of purchasing a ""small"" the two slice promo is a better deal. It was so disappointing when you Specifically call to ask for a handful of ketchup and end up receiving just two packs!!! Come on, for the amount of potatoes what is two little packs going to do? Not everyone likes ranch or can even have it. Potatoes, nothing special best grab another appetizer instead. Will give it another try in the future but might just stick to pizza only.",neutral
"Here's the thing, they just opened, the staff is brand new but clearly their was a lack of training on managements part prior to opening and it shows.   Pros:   1. Great Food, very tasty tacos 2. Friendly Food Pick-Up staff  Cons:  1. You have to wait forever (45min - 1 Hour) 2. The cashiers specifically are already showing signs of being burnt out and customer service/friendliness is nearly non-existent when ordering your food.   Recap:  Hopefully with additional training and experience the Gilbert backyard taco staff learns to provide not only great food, but great customer service and timely food delivery as well.",neutral
i just feel very reluctant to go back to aberdeen,worry
i am feeling optimistic about it i think he ll pull it off,fun
i feel so terrified with the scenes as it doesnt show a replicated ghost the ghost wasnt there yet paranormal things were going around,worry
i hate the cold i do have to say that i am extremely thankful that i am alive to be able to feel the cold,hate
i feel the art community has to support each other to create an atmosphere of positive energy and get people excited to create,fun
i feel carefree and it s rather blissful,fun
i feel quite romantic this afternoon blame my lunch no just kidding,happiness
i have to admit that while the story itself was interesting in their portrayal of the well known biblical story i came away feeling a little disappointed with the end result especially considering the names involved,sadness
i was feeling like a shocked rat in a skinner box experiment,surprise
i feel rather un fond of the stereotypical dc style,happiness
i do you ll forgive a lot but you can t help but feel that the supporting material and cast isn t really up to par,happiness
i turned the channel last night to itv since it s the one channel that calms amarie and helps her sleep when shes feeling restless,worry
i feel about watching romantic movies,happiness
i always feel weird,worry
"I remember eating at the Old Spaghetti Factory when I was a little kid and I remembered that I LOVED it! So I was very excited for the new location to open in Chandler and I knew that I would definitely be by for a visit! I went to this location for the first time with my parents. We ordered an appetizer, the Sicilian Garlic Cheese Bread (absolutely amazing!) and we each got a different entrΓ©e. My dad loves spicy food, so he ordered the Spaghetti Vesuvius, which ended up not being spicy at all. My mom got the spaghetti with marinara sauce, which had absolutely no flavor. I got the spaghetti with the rich meat sauce which was tasty, but it could have had more flavor to it as well. Of course the spumoni ice cream for dessert was delicious. But we were not that impressed by the flavors of the food. I think I remembered that I loved the food so much because I was little and I didn't like spice. I think that the food items here are much better for children. On another occasion, we ordered OSF food for takeout while we were working. We got macaroni and cheese, spaghetti with marinara sauce, and the garlic cheese bread.. it was unanimous that the best thing out of all of those was the garlic cheese bread... needless to say we aren't going to be doing trade-outs with them anymore at work.",neutral
i desire to go to peak of a mountain when people think that i am not well and would die in a few days or hours time i wish to stand there feeling the cold breeze with the one whom i will share my life and say nothing and let the smile and eyes speak,hate
"Conceptually, very overpriced, but, on the other hand, totally in line with pricing you'd find in the U.S.   Good products, but there is an inconsistency in the shakes depending on who makes it. If you're paying top $$, it'd be nice to have it done right every time.",neutral
i have a little extra interest in this right now because i m feeling like my husband and i are in a vital parenting stage with our year old but there are several parenting books that i m itching to read,fun
i get the point hes making and it does pay off but its so much a depalma trademark that it no longer feels clever or inventive and like much of the rest of the film its so overblown it teeters on parody without ever being funny,fun
i knew all the student in my class so now i wouldnt feel scare or shy when talking in front of them,worry
i guess it doesn t help that i got sick on black friday and was forced against my will to maintain my promise to stay in but being back in the city feels amazing,surprise
"Fairly typical chain grocery store. Although I have my reasons for liking them:  1) Discounted Kennywood Tickets 2) Good selection of Pittsburgh Specific food (i.e. Isaley's Chipped ham, etc.) 3) Cheaper than a whole foods/wawa",neutral
i feel like a mixtape allows the compiler to be vulnerable in a way that youre like opening your thoughts and feelings through the songs how you selected the songs and the flow of the whole tape,worry
i consider it a social and political duty to defend porn but as the world unravels around this company of sex industry workers i feel doomed is this the inevitable fate of porn personnel,sadness
i bit my lip as he slightly whispered this will feel weird tell me if i hurt you,worry
i feel like im not gonna lie im really surprised that i feel like i should share this,surprise
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,hate
i am feeling all melancholy,sadness
im going to feel sympathetic when youre too weak to move then,happiness
i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone,sadness
i feel weird sharing that but this is the source of some of my greatest insecurities,surprise
i feel that im as curious as when i was a child,surprise
i feel assured now like someone has placed a kind healing hand on my disturbed beating heart it gives me a sense of calmness that spreads everywhere inside me,fun
i passed out and the next thing i know it s am and my husband is groping me and i m feeling so incredibly horny,happiness
i can feel you especially in a calm environment as jenns voice simply explains this song as if it is a story of a person who is depressed,fun
i feel very blessed and at peace even despite the worries and challenges of this time,happiness
im feeling this little one move a lot now and im constantly surprised by his her little kicks,surprise
i feel shy towards my friend because im the only one who scare of thunder,worry
im feeling a bit neurotic that ill lose my job,worry
ive wasted a disgusting amount of money today and i feel vile,hate
"Hey Las Vegas Yelpers!  So... I've been living in Vegas for 2 months now. Been here twice on a Monday, both visits were decent. First visit I rolled in with my friends who are promoters (for another venue), they had a table by the main stage and my second visit was this past Monday for yelp night and we had 2 tables in the back room. Both times I didn't have to wait in a line or pay to get in (and if I did, then I wouldn't waste my time trying to get into Jet or any other venue).  Decent size nightclub. Nothing is really wrong with this venue... but compared to other glamorous nightclubs on the strip... Jet is just ""another nightclub"". When I visited Vegas over the past years... I never came to Jet. But now as a local and people I know come here... I don't mind coming to Jet....    Would I recommend anyone coming to Jet? Only if you're staying at the Mirage and don't want to travel, sure. Otherwise... I rather dance the night away somewhere else (don't want to drop other venue names in this review).  Jet in my books is just A-Ok. Jet doesn't make my hit list of must go toos. But if you're just looking for a nightclub to party at and not picky about the ambiance or DJ... hit up JET :)) you can't go wrong.  Self parking is never a problem!  Enjoy!",neutral
i didnt really feel like one i guess just a longing for a cold refreshing beverage but it occured to me that i dont have a good baseball beverage,happiness
i feel suckered and resentful,hate
"Nice location and outside, view of the Fountains of Bellagio if you sit toward the perimeter. Otherwise, the beer selection is what you would expect from a Budweiser-owned location. The food is OK, limited menu. Worth a stop for a drink.",neutral
i feel so sympathetic towards plants xd a href http,happiness
i just tell them i m not feeling myself and they accept the situation for what it is a night when i m not going to be particularly lively,fun
Food was good! Huge portions-definitely for sharing! Service was attentive! Reasonable prices!   This restaurant is worth a try....,neutral
"Very solid 3.  Clean and quiet cafe that affords a pleasant place to sit while you have your sandwich or soup.  The quality is nothing to write home about, but its a good option in the Bloor / Bathurst area for a quick bite that's simple and not an adventure.",neutral
i feel that in the violent times of the s pkd had specific people in mind,hate
i would cry i would go crazy being stuck at home i would feel like he hated me and enjoyed torturing me,hate
"Had a dinner with my fiance, food was ok. I will say manti was the best part of the meal.",neutral
i typically do not engage the children on my walks in this manner but today i m feeling a little curious and more silly than usual so i persist with my question,surprise
Came in to watch the Steelers game (they were away this weekend). The hostess was very pleasant. We ordered the gravy fries with cheese curds as an appetizer. It was great. I sampled a couple IPAs while my girl friend had a berry flavored beer from a local microbrewery. She ordered French toast for brunch while I went with the house burger with garlic Parmesan fries. She said the French toast was very good.  My burger was cooked right and was good. The fries were a let down as they seem to use powdered cheese. Our waitress seemed like she had better things to do because about 20 seconds after we sat down she asked what we wanted to order. I hadn't even had time to open the beer list (they have 39 taps). We asked for more time and she seemed annoyed by it. I would go back for the food and he beer but if was sat in her section again I would just go sit at the bar instead.,neutral
i can express my feelings about accepted restrictive norms on women s rights and freedoms,happiness
i feel my kids are to playful with our fox terrier,fun
i feel like i should end it all because nothing worthwhile is ever going to happen,fun
i was charged by a dour bus driver from yorkshire to add insult to injury and i sat down feeling furious confirmation that i did not really belong here,hate
i wish i could look forward to the next day and feel eager,fun
i feel dirty for loving comments,sadness
i didnt feel anxious at all about being home alone for the first time today,worry
im scared to move feeling unsure of myself,worry
i feel beaten by it,sadness
i still feel rude,hate
ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,sadness
im tired of feeling troubled stressed up feeling down and falling sick,sadness
They are rude here so no bueno :( who doesn't like Dairy Queen right? Man I wanted this hotdog and Oreo Shake so bad and it was everything I imagined it would be. Nothing like washing down a hotdog with ketchup and slaw and an Oreo blizzard. Mouth watering.   Not very impressed with the service. Most were very friendly but the manager running it was actually very mean. Nothing like going somewhere and being made to feel like an idiot. That's the only reason I'm giving 3 stars. The food is awesome. But I think that one manager hates her job. It's not cool to treat customers like they are stupid. Not cool at all.,neutral
i also feel somewhat resentful because we have a fairly limited income i am a graduate student and she mostly stays at home with our son and her therapy is expensive,hate
i feel as though i am being a little neglectful of my fellow bloggers,sadness
"Went with a friend to get a piercing....not very private if you need it.  They just put up a trifold to block you that doesn't even fit the door opening.  luckily my friend isn't shy.  The guy was nice, but didn't really explain what he was going to do.  Suddenly she yelped, and it was over.  Maybe he was distracting her?  I would have wanted more explanation.",neutral
i used the tippy toes cart for this card but feeling a little rebellious didnt make it in the usual girly colours,hate
im writing this blog post and feeling totally amazed at this wonderful life we lead,surprise
i stopped myself i tried to gather thoughts and feelings of the way i love it when you make me bleed the feeling of your hand when you slap my face your lips and your tender touch when you create my pain,happiness
im feeling discouraged i can look at that and remember i can achieve the goals i set for myself and i can always surprise myself with successes,sadness
i love lesleys idea of rules but the word rules makes me feel very very rebellious,hate
i feel very strongly about and i would love to have you join me in supporting the clark family if you are interested,happiness
i will put up a donation box for any attendees that feel generous and want to donate to the good folks who keep this range running,happiness
i feel strangely invigorated by this prospect,fun
im not too sure why myself but i always feel so flippin insecure,worry
i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,sadness
i am annoyed that i feel grouchy and this makes me grouchier,hate
i feel rather bitter angry frustrated and confused,hate
i am not wishing november away or trying to forget about thanksgiving but i need to be mindful of what really matters when i feel overwhelmed,worry
i feel extremely irritated by the self pitying subtext of her quote that this is taking a psychological toll on her and her colleagues,hate
i still do feel the love and much of the longing i feel dread,happiness
i feel a bit stressed so i get up and take two rescue tablets,sadness
"I went in the other day just to look around.  It seems like this is a huge thing because I was asked three times if I could be helped by one salesman, what did I ride, did I have a bike in service..... then another one came out, looked me up and down and stayed in one spot starring at me.  Wow.   I said out loud, I just wanted to look around.  This place is pretty close to me but I don't think I will be back.",neutral
im feeling scared and alone,worry
i want to love my work and feel passionate about it but i want to love my home life equally as much,fun
"I have mixed feeling about my experience. The movers were very nice and courteous. The negative feeling came from the fact that I was quoted for an initial 4 hours and the move ended up taking 11 hours. We were charged for the entire 11 hours which I can only assume included time for lunch/breaks. The truck was not big enough so they also had to take 2 trips which transit time alone took almost an extra hour. Performance wise I don't have any major complaints. There were some occasions where I saw one person took 1 boxes at a time which I thought could be more efficient. But really in the end I just wish the estimate could have been much closer. I was prepared for the move to take 1-2 hours more than what's estimated, but was definitely not prepared for it to take almost 3 times longer. I would have been better off hiring an additional moving services because a second truck and 3 more movers could complete the job much lower cost than what we ended up paying.",neutral
i observe that recording and listening gives me space i listen to my voices both my negatively conditioned voice and the benevolent compassionate voice and notice as i listen to myself that i love and feel compassionate for the person who speaks both languages,happiness
Nicely decorated restaurant. The food took forever to come out (want to say almost 35 minutes) and it wasn't very busy. Decent portions nothing special. I had the Katsu Chicken and my partner had the Herb Chicken sandwich. Probably won't be back.,neutral
i still miss him and feel rather weepy today,sadness
i don t like feeling tortured,hate
i think are close to me as online friends also feel they still very curious about me,surprise
i just have this feeling it s going to be all godzilla movie with two thirds of the running time devoted to really uninteresting human problems and one third with the actual monsters,happiness
i wanted you to make me feel bill quickly assured him,fun
my mother treated me unjustly as if i was a little child i said mean things i was unable to defend myself adequately,hate
Love BierMarkt.. so close to home is gonna be dangerous though :-S Try the capon wings - spicy though. I like the idea of the Bier sampler but I'm not sure it's a great deal.. I have tried a couple of them and I guess they're alright. Overpriced place for what it is though..  p.s. Steigl Raddler (grapefruit) FTW!,neutral
i feel rather fond of her though i haven t really had the chance to get to know her,happiness
i feel very vulnerable today,worry
i feeling boring,sadness
i feel funny about saying any of this because the book is selling millions of copies every week and it seems i m the minority in this,surprise
i am starting to feel a bit disheartened with my progress on my physical tbr there are still boxes of books next to my bed and they are not going away as fast as i want them to,sadness
i dont know why i feel disheartened,sadness
i ordeal that morning we were feeling a little apprehensive about walking around,worry
i am grateful for the wonderful blessings we have experienced as a family for the outpouring of love from family friends and neighbors the closeness we feel as siblings and for the sweet strength that my dads service to my mom has given their marriage,happiness
i feel kind of vain when people tell me im pretty though,sadness
i feeling petty enough to report it as an accident incident thereby creating lots more uselesss work for people,hate
i have talked to many friends about these dreams and feelings and it is uncertain what is causing them,worry
i remember back in april when i had to decline my first interview when i was at gospel coalition and feeling all bummed yet still hopeful that gods plan is greater than i can imagine,fun
i do not feel like going on harinama going on book distribution or going to mangala arati but i do it anyway telling krishna i do not feel like doing this but i am doing it for you then it becomes really sweet,fun
i am feeling today which medications i am taking and how people are rude and lack respect,hate
i only feel curious impatient eager and confused,surprise
i say the word change how do you feel most people remain fearful anxious and uncomfortable with change despite it being a driving issue in our society,worry
i didnt expect to feel so disheartened about his departure but i really really do,sadness
i am feeling a little lost without it,sadness
i just got back from another miler faster than yesterday and im feeling amazing,surprise
ive had so much more energy no more slugging around feeling lethargic after massive takeaways and choccy binges and my skin started to clear up instantly,sadness
i feel the pressure to be funny all the time,surprise
i feel ungrateful for complaining but i also feel cheated by sitting here quietly,sadness
i need some pampering if i am feeling so shaky that i am driven to eat bagels,worry
i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,sadness
"Thumbs up: good prices, a tad cheaper than some of the other options in the area. Fresh toppings and this spicy pickled something (garlic and eggplant maybe?) was especially good.  Thumbs down: Menu inside is quite different from the pamphlets they give out. Some of the options on the pamphlet aren't actually available (i.e. Donair (Beef &Lamb) wrap/sandwich  Schwarmas. How do you differentiate between them? Imho, you need some good, distinctive toppings. The main components of Lezzet's Chicken schawarma is good, but fairly run of the mill. The veggies were fresh and the sauces were mostly average. There was one topping, a spicy pickled veggie that was particularly distinctive, it added a nice kick to the pita, but it doesn't quite add enough to put this place over the top compared to Pita and Grill which is up the street. It's a toss up between the two.  The prices are a bit lower than other options in the area and the restaurant is clean. Chicken Schawamra pita came to $5.50 after taxes. See pictures for additional pricing.  If you're looking for it, it's in the corner of the plaza ACROSS from Rockwood mall.",neutral
i have wonderful family who are constantly on the lookout for me make phone calls for me do pr for me but i feel helpless and folks i am a doer so i always feel like if i cant help myself then,sadness
"I am torn between three and four stars.  I want to give them six stars for the superb food, but the service is extremely lacking.    My husband and I have been to Tako twice.  The first time was an utter disaster with our appetizer forgotten, and ordered more takos to make up for it at the end.  My husband and our table were sprayed with water coming from the soda gun at the bar.  Our waiter was only concerned about the cute girls beside us.  We were practically ignored. The manager finally came over when we said don't bring us more takos just let us leave.  The manager was completely appropriate and gave us our meal with tacos to go.  It was quiet a while before we tried it again.  It wasn't as bad as the first visit, but still sub-par service. The second round, after being there for thirty minutes I couldn't get my waitress's attention to ask for more water.  She did not make eye contact with me.  Even when I am walking in and out of the restaurant, the staff does not even stop to let me through as they must be more important than I am.  I just do not understand this mentality.   However..... the tacos are so freaking good.  The Tako taco is so delicious with the most perfectly cooked octopus I have ever eaten (not chewy, which is so hard to do)! The octopus is complemented with delicious lemon vinegarette and crispy chickpeas, OMG!!! Cannot get enough.  The other tacos we had were also delicious including lamb barbacoa and duck.  So good!! Plus the guacamole: chorizo and goat cheese.  We almost licked the bowl.     YUM YUM YUM!  But I will probably get take-out takos from here on out.  Delicious food without the subpar hipster we are too good for you servers.",neutral
"Easily one of the most overrated burgers I've had in my life. I can't handle more than a slice of American 'cheese', so that seems to knock off a good portion of the menu (I'm looking at you, ""double double""). Their beef is pretty darn good, but good luck savoring that, as it's overwhelmed by what is practically a salad between the buns. At least they're toasted to perfection.  Also, the fries blow. Yeah yeah, there's no trans fat! They're freshly cut potatoes! DGAF, it's not like anyone has health or freshness on the mind at a fast food joint. The novelty of the great ingredients wears off when you realize every item is the same. Ooh, animal style...who can actually finish off that monstrosity? Who would *want* to?  I stick with something simple. A nice hamburger with grilled onions. It leaves me content, but not anywhere near the foodgasm I hear California transplants raving about.  The pros: -Clean -Open lobby 'til 1AM -Quality ingredients  The bad: -15 minutes for one damned hamburger -No variety (unless you feel like adding more fat) -Fries are lackluster -Thousand Island or GTFO   They WOULD get two stars, but their business practices are too groovy for that. I *suppose* I can tolerate this place.",neutral
i can definitely tell that my focus is strong in school because instead of feeling helpless and discouraged i simply kicked into this is what has to happen mode,worry
i would say it was half negative due to the fact that it feels almost sarcastic and parodic that the woman is having the power forced upon her but also i find it half positive due the fact that she is being included into the rap world,hate
Only a 3 b/c the deli counter is hit or miss. As I stand here and wait almost 30 minutes for an annoying couple to order every meat and cheese in the cabinet the deli staff member attending (there is only one here) is chatting it up with Mr. and Mrs. I've never had deli meat before. How about cutting the chatter when it's backed up and help ppl waiting.,neutral
i certainly respect hard work and hard won fame but when i suspect some argument to be problematic i refuse to take in a long history of such and such dealing to be the reason i should feel convinced,fun
Okay place wouldn't be my first choice. Grounds need some work. We were out by the pool which was a mess. Furniture is in need of replacement and repair. There was pair of men's underwear on the deck meaning the maintenance guys did a poor job of cleaning,neutral
i sometimes feel inadequate as a mother feeling like im failing him and still second guessing my parenting skills,sadness
i feel a bit frantic with so much happening and so much to do and then little moments of peace and joy hit me if i stay present and soak it all in,worry
im feeling generous and dont think i should make you go all the way to the newspaper office to pick up a back issue i shall print the original press release right here,fun
"Si vous dΓ©cidez de descendre la Main Γ  partir de la rue Mont-Royal, la Friperie Saint-Laurent sera la premiΓ¨re sur votre chemin. Les morceaux de vΓtements que j'y ai vu sont recherchΓ©s et certains ont une histoire qui les rends trop dispendieux pour moi. De plus, si j'ai bien compris, certaines piΓ¨ces, comme les robes affichΓ©es au haut avec leurs dates de confection (j'en ai vu une noire trΓ¨s belle une datant de 1950) ne sont malheureusement pas Γ  vendre car elles sont plutΓ΄t des piΓ¨ces de collection. Il y a d'un peu de tout et autant pour les hommes que pour les femmes, mais j'ai eu l'impression si j'avais Γ©tΓ© plus jeune, j'aurais pu facilement entendre ma mΓ¨re me dire ""on regarde mais on ne touche Γ  rien!"" avant d'y entrer. J'y vais donc pour regarder et Γtre inspirΓ©e, mais j'y trouve rarement chaussure Γ  mon pied.",neutral
i feel louis vuitton took it up to the court and now on for instance ebay you cannot buy fake lv anymore well not on purpose that is,sadness
i feel really pleased with them as successful child things,fun
i am finally starting to feel rib kicks and they arent pleasant,fun
i wanted to take them all home and put them on shelves so they would feel loved,happiness
i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,sadness
"This place has good pizza! I believe their claim to fame is they use New York water and flour from Italy.  I have eaten here a few times.... and I would recommend the caprese salad and the margherita pizza! and for dessert.... you have to have a cannoli!  The staff is friendly, but not always attentive.",neutral
i can feel if they are irritated angry sad or upset,hate
i feel that the music is kinda boring,sadness
i feel uncertain or unstable im going to do yoga or jog,worry
i feel as though as a teacher i am a version of the mad scientist dr,hate
i lie every time i force myself to say i love you back to my family because i do not feel it but i am afraid to hurt their feelings,worry
i have these great feelings of fear and trepidation that these children will be abused because i know what the statistics are,sadness
i can work more than requested and not feel angry suggests that i am seriously not a lazy person after all,hate
im feeling a lot more optimistic about results this month,fun
i should feel awful about the nonexistence of gods,sadness
"My husband enjoyed his Hawaiian burger.  The barbeque burger was Ok except the barbeque sauce was very sweet.  The server was good but was very touchy feely and kept calling me pet names like ""babe"" and ""sweetheart"" which made me uncomfortable since he was at least 15 years younger than I am.",neutral
i feel i am accepted the most,happiness
i have to feel you tender touch i have to hear you voice no other one could take you place youre it i have no choice,happiness
"Inexpensive, large portions, and decent-to-good food.  I've been here four times now, and we've had some inconsistencies from one visit to another.  The food has always been at least decent, but often quite good, the portions are almost always large, and I'm usually surprised by how little we've paid at the end.  We've had the Peking Duck here three times, and the first time it was pretty nice, the subsequent time our first course was mostly skin, and the third time was somewhere in between.  I certainly wouldn't suggest that you consider this the best Peking Duck in the city, or even within a half-hours drive, but it's here, it's decent, and it's not terribly expensive.  We've had three different congees here, and the House Super Bowl and the Fresh Scallop congees were both quite good, where the Lobster Super Bowl Congee was a disappointment.  We've also had the mixed meat chow mein twice, and I have to admit I have a soft spot for stir fried noodles that are cooked hard like these.  The 'assorted meat' includes a fair number of organ meats, so if that's not your thing, I'd pick something different.  Is it exceptional?  No.  But it's reasonably good and reasonably priced.",neutral
i love seeing what books resonate with my girls i love seeing their faces grow serious when characters face complications trials and obstacles and i love the discussions that come out of reading time as we talk about main ideas how the books made us feel and what may have surprised us,surprise
"I've visited the chocolate bar multiple times with different sized groups. It has typically been clean. The atmosphere is fun and lively. It is in a cluster of active nightlife.   The dessert drinks are wonderful so it's a great place to end the evening. They have awesome dessert martinis and spiked hot beverages and milkshakes as well. Because we typically end our evenings here, I haven't had much of the food, but what I have tried was acceptable and average for down town. There's a los a large dessert selection if you're in to that.   The service is average, nothing noteworthy either way.   The Chocolate Bar is defiantly worth a stop for those with a sweet tooth.",neutral
i gave myself permission to give thank you cards in the form of a text or email so that i didnt feel overwhelmed by a long list of cards to write,worry
i feel so stressed lately this afternoon i was at work and felt like crying i had just read some emails that upset me greatly,hate
i sat at my computer on friday morning feeling utterly helpless i saw a message on my facebook page from her saying she started the petition,worry
im feeling rotten just talking about it,sadness
Visited this location for the first time this past Saturday. I LOVE this place. The selection of smoothies and the healthy food choices are awesome. However I can't give it 5 stars because the girls working the counter were not friendly. At all... I will be back to try more food though.,neutral
i remember he seductively said in a deep voice making me feel so hot and bothered,happiness
i have been a procrastinator i have endless potential and passion inside yet im stuck in the cage of my own soul the unresolved feelings hurt resentment that i hold inside has built up even do i try to build myself back up again,sadness
i mean usually i m not sarcastic in a way that hurts people s feelings but sometimes there s just people who don t appreciate my sarcastic sense of humor and they take offense when i definitely didn t mean to offend them,hate
i do like to think that in the near future ill feel the urge to write up an album or two that has really impressed me most likely a href http handsomefamily,surprise
i feel its important to open yourself to all things which includes the food,fun
im feeling generous this week and giving away this fabulous pair of versace sunglasses valued at r from my beloved sunglass hut,happiness
"Our food was outstanding but everything else was just ""meh.""  We came here early around 5:30 (hiking all the way up to Tom's dang Thumb will make you ravenous for the rest of the day!) but were told all the empty tables were being held for reservations. We were offered spots at the bar or to take seats at their ""communal tables""...I'm usually fine with communal tables, since they're long and spaced out for parties. These were two separate 6 tops. We had another couple join the table in the middle of our meal and it was just...weird. At least join the two together to space people out? I noticed at least two other parties walk in, say they didn't have a reservation, but then get seated at a table. Huh.  Anyway, we wait way too long for our server to greet us. She apologized, but we were about to walk out. (See previous review re: Fox RC's being the only ones to do it right, which is so odd to me.) Luckily, the food was great. The hummus board is a work of art, and all the veggies were drizzled with pesto and local honey. It was such a great, beautiful version of a hummus appetizer. I opted for the half chicken, which was served with some more of the same roasted veggies and smashed, roasted fingerlings. It was all delicious, as was my husband's braised short rib over risotto. The wait between our appetizer and main course was, again, way too long.  We spent over $100 for dinner, and were just a little underwhelmed by everything but the food. Probably a pass in the future. But kudos to the kitchen.",neutral
i am not feeling particularly gracious today though so what the heck not many people read this blog anyhow,happiness
im not feeling deprived at all although i do wake up ravenous in the morning,sadness
i should just relax for now but it feels so distinctly strange for me,worry
i cannot feel the wind cant feel the rain oh no and i believe in gentle harmony well how i loathe all this obscenity is this the way my life has got to be,happiness
i actually came home feeling very distraught,worry
i told you about i feel doubtful,worry
i feel like a jaded cat whatever who doesn t ever get nervous before races because i ve just done so many and i couldn t care less,sadness
i personalities that can feel pain and suffering,sadness
i don t regret seeing this show but i m really feeling out of it for not much caring for it,happiness
im lesley to make you feel like fate is giving you a sympathetic pat on the shoulder,happiness
i was feeling pretty stressed from work and school and i just needed to talk to someone about it,hate
i said eventually it brings me down again not only because of the sugar that it contains which as i said ends up making me feel groggy and gives me a tummy ache but also because of the guilt i feel afterwards,sadness
